state,county,date,cases,deaths,CENSUS2010POP,Population,NPOPCHG_2020,BIRTHS2020,DEATHS2020,NATURALINC2020,INTERNATIONALMIG2020,DOMESTICMIG2020,NETMIG2020,RESIDUAL2020,GQESTIMATES2020,RBIRTH2020,RDEATH2020,RNATURALINC2020,RINTERNATIONALMIG2020,RDOMESTICMIG2020,RNETMIG2020,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,Donald.Trump,Right_Joe.Biden,Sum_total_votes,Trump.ratio,Biden.ratio
Alabama,Autauga,8/31/2021,8758,118,54571,56145,376,606,582,24,-8,360,352,0,455,10.82974427,10.40084351,0.428900763,-0.142966921,6.433511446,6.290544525,2,2,1,"25,838","24,576","1,262",4.9,"58,233",112.5,19838,7503,27770,0.714368023,0.270183651
Alabama,Baldwin,8/31/2021,33090,385,182265,229287,5722,2317,2543,-226,60,5918,5978,-30,2268,10.23292378,11.23104237,-0.998118591,0.264987236,26.13657442,26.40156166,3,2,1,"96,763","91,338","5,425",5.6,"59,871",115.6,83544,24578,109679,0.761713728,0.2240903
Alabama,Barbour,8/31/2021,3060,65,27457,24589,-68,250,334,-84,6,10,16,0,2777,10.15310888,13.56455347,-3.411444584,0.243674613,0.406124355,0.649798968,6,6,0,"8,587","7,982",605,7,"35,972",69.5,5622,4816,10518,0.534512265,0.457881727
Alabama,Bibb,8/31/2021,3479,73,22915,22136,-177,249,266,-17,6,-166,-160,0,2121,11.20385161,11.9687732,-0.764921596,0.269972328,-7.469234403,-7.199262076,1,1,1,"8,640","8,067",573,6.6,"47,918",92.6,7525,1986,9595,0.784262637,0.206982804
Alabama,Blount,8/31/2021,8595,145,57322,57879,39,665,697,-32,1,68,69,2,489,11.49335891,12.0464228,-0.553063888,0.017283247,1.175260761,1.192544008,1,1,1,"24,661","23,653","1,008",4.1,"52,902",102.2,24711,2640,27588,0.895715528,0.09569378
Alabama,Bullock,8/31/2021,1384,41,10914,9976,-168,114,116,-2,5,-170,-165,-1,1704,11.33200795,11.53081511,-0.198807157,0.497017893,-16.89860835,-16.40159046,6,6,0,"4,818","4,553",265,5.5,"31,906",61.6,1146,3446,4613,0.248428355,0.747019293
Alabama,Butler,8/31/2021,2814,75,20947,19504,3,200,266,-66,16,52,68,1,333,10.2550955,13.63927702,-3.384181515,0.82040764,2.66632483,3.48673247,6,6,0,"9,056","8,255",801,8.8,"39,944",77.2,5458,3965,9488,0.575252951,0.41789629
Alabama,Calhoun,8/31/2021,17858,354,118572,113469,-601,1230,1553,-323,10,-289,-279,1,3285,10.81133344,13.65040718,-2.839073741,0.08789702,-2.540223874,-2.452326854,3,2,1,"46,240","42,980","3,260",7.1,"47,747",92.2,35101,15216,50983,0.688484397,0.298452425
Alabama,Chambers,8/31/2021,4732,127,34215,32865,-379,334,519,-185,13,-208,-195,1,458,10.10452435,15.70134172,-5.596817377,0.39328987,-6.292637916,-5.899348046,6,5,0,"15,865","14,787","1,078",6.8,"42,015",81.2,8753,6365,15284,0.572690395,0.416448574
Alabama,Cherokee,8/31/2021,2444,49,25989,26294,40,236,406,-170,2,208,210,0,290,8.982263835,15.45253863,-6.470274796,0.07612088,7.916571516,7.992692396,6,6,0,"11,513","10,983",530,4.6,"45,982",88.8,10583,1624,12301,0.860336558,0.132021787
Alabama,Chilton,8/31/2021,5641,120,43643,44397,84,533,554,-21,6,95,101,4,393,12.01668358,12.4901364,-0.473452824,0.135272235,2.141810393,2.277082629,1,1,1,"19,592","18,618",974,5,"49,692",96,16085,3073,19310,0.832988089,0.159140342
Alabama,Choctaw,8/31/2021,683,25,13859,12418,-159,136,183,-47,-5,-107,-112,0,129,10.88217644,14.64292859,-3.76075215,-0.400080016,-8.561712342,-8.961792358,9,10,0,"4,621","4,313",308,6.7,"39,808",76.9,4296,3127,7464,0.575562701,0.418944266
Alabama,Clarke,8/31/2021,4184,68,25833,23291,-360,265,348,-83,-1,-275,-276,-1,280,11.29052874,14.82680755,-3.536278812,-0.042605769,-11.71658643,-11.75919219,7,11,0,"7,769","7,069",700,9,"43,822",84.6,7324,5755,13135,0.557594214,0.438142368
Alabama,Clay,8/31/2021,2003,60,13932,13112,-153,158,224,-66,-1,-87,-88,1,255,11.98013421,16.98449407,-5.004359859,-0.075823634,-6.596656178,-6.672479812,9,10,0,"6,083","5,838",245,4,"40,562",78.3,5601,1267,6930,0.808225108,0.182828283
Alabama,Cleburne,8/31/2021,1878,46,14972,14967,15,177,216,-39,-2,56,54,0,178,11.83194626,14.43898526,-2.607039005,-0.133694308,3.743440623,3.609746315,8,4,0,"5,737","5,475",262,4.6,"51,276",99,6484,675,7227,0.897191089,0.093399751
Alabama,Coffee,8/31/2021,7999,145,49948,53230,591,568,590,-22,51,562,613,0,600,10.73024209,11.14585006,-0.415607968,0.963454836,10.61689446,11.5803493,4,5,0,"21,502","20,558",944,4.4,"57,299",110.7,16899,5076,22275,0.758653199,0.227878788
Alabama,Colbert,8/31/2021,7687,153,54428,55411,170,631,724,-93,33,230,263,0,474,11.40512598,13.08607165,-1.680945667,0.596464592,4.157177457,4.753642049,3,2,1,"23,558","22,008","1,550",6.6,"46,683",90.2,19203,8343,27886,0.688625117,0.299182385
Alabama,Conecuh,8/31/2021,1552,35,13228,11851,-204,119,199,-80,0,-124,-124,0,45,9.955659667,16.64854012,-6.692880448,0,-10.3739647,-10.3739647,7,11,0,"4,529","4,198",331,7.3,"41,539",80.2,3442,2966,6441,0.53438907,0.460487502
Alabama,Coosa,8/31/2021,1414,31,11539,10650,-27,79,143,-64,8,28,36,1,259,7.408449383,13.41023116,-6.001781779,0.750222722,2.625779528,3.376002251,8,3,0,"4,392","4,150",242,5.5,"42,024",81.2,3631,1796,5479,0.662712174,0.327797043
Alabama,Covington,8/31/2021,5690,148,37765,36930,-152,395,555,-160,-1,8,7,1,575,10.67394477,14.99756796,-4.323623196,-0.027022645,0.21618116,0.189158515,6,6,0,"15,172","14,434",738,4.9,"44,836",86.6,14586,2721,17430,0.836833046,0.156110155
Alabama,Crenshaw,8/31/2021,2081,61,13906,13681,-130,135,201,-66,4,-66,-62,-2,132,9.821038848,14.62243562,-4.80139677,0.290993744,-4.80139677,-4.510403026,8,6,0,"6,253","5,896",357,5.7,"43,309",83.7,4864,1700,6617,0.735076319,0.256914009
Alabama,Cullman,8/31/2021,12451,219,80406,84515,871,948,1115,-167,3,1037,1040,-2,1040,11.27504326,13.26125869,-1.986215427,0.035680517,12.33356526,12.36924577,4,3,0,"38,310","36,660","1,650",4.3,"50,897",98.3,36880,4478,41851,0.881221476,0.106998638
Alabama,Dale,8/31/2021,7495,135,50251,48959,-335,642,622,20,11,-364,-353,-2,927,13.06830326,12.66119101,0.407112251,0.223911738,-7.409442969,-7.185531231,4,5,0,"20,710","19,701","1,009",4.9,"45,120",87.2,14303,5170,19738,0.724642821,0.2619313
Alabama,Dallas,8/31/2021,4290,168,43820,36098,-1084,398,573,-175,7,-910,-903,-6,853,10.86244542,15.63864629,-4.776200873,0.191048035,-24.83624454,-24.64519651,4,5,0,"14,619","13,049","1,570",10.7,"34,034",65.7,5524,12230,17864,0.309225258,0.684617107
Alabama,DeKalb,8/31/2021,10913,210,71109,71658,152,816,893,-77,39,189,228,1,781,11.39951384,12.47520326,-1.075689419,0.544829706,2.640328574,3.18515828,6,6,0,"30,736","29,348","1,388",4.5,"44,277",85.5,24767,4281,29356,0.843677613,0.145830495
Alabama,Elmore,8/31/2021,12878,234,79303,82158,583,902,876,26,17,537,554,3,4172,11.01793774,10.70034752,0.317590223,0.207655146,6.559459608,6.767114754,2,2,1,"36,620","34,843","1,777",4.9,"62,310",120.4,30164,10367,41030,0.735169388,0.252668779
Alabama,Escambia,8/31/2021,5719,91,38319,36281,-288,434,503,-69,1,-220,-219,0,2392,11.91489362,13.80919698,-1.894303363,0.027453672,-6.039807824,-6.012354152,6,6,0,"14,453","13,589",864,6,"42,712",82.5,10869,4918,15910,0.683155248,0.309113765
Alabama,Etowah,8/31/2021,17143,389,104430,102371,-89,1173,1609,-436,29,317,346,1,2085,11.45334446,15.71051257,-4.257168104,0.283160264,3.095234608,3.378394872,3,2,1,"40,724","37,598","3,126",7.7,"43,047",83.1,35528,11567,47728,0.744384847,0.242352497
Alabama,Fayette,8/31/2021,2493,66,17241,16241,-38,160,247,-87,3,47,50,-1,291,9.840098401,15.19065191,-5.350553506,0.184501845,2.890528905,3.07503075,6,6,0,"6,562","6,236",326,5,"44,212",85.4,7300,1395,8766,0.832762948,0.159137577
Alabama,Franklin,8/31/2021,5229,89,31704,31507,-80,428,416,12,52,-144,-92,0,272,13.56705867,13.18667385,0.380384823,1.648334232,-4.564617872,-2.91628364,6,6,0,"14,424","13,786",638,4.4,"44,874",86.7,10376,2086,12578,0.824932422,0.165845126
Alabama,Geneva,8/31/2021,3683,90,26790,26411,102,264,379,-115,-3,219,216,1,229,10.01517451,14.37784522,-4.362670713,-0.113808801,8.308042489,8.194233687,3,2,1,"10,835","10,391",444,4.1,"43,089",83.2,10848,1595,12545,0.864726983,0.127142288
Alabama,Greene,8/31/2021,1139,39,9045,7990,-114,83,91,-8,0,-104,-104,-2,45,10.31440288,11.3085622,-0.994159314,0,-12.92407108,-12.92407108,8,6,0,"3,015","2,687",328,10.9,"28,699",55.4,875,3884,4775,0.183246073,0.813403141
Alabama,Hale,8/31/2021,2692,81,15760,14670,1,178,203,-25,2,25,27,-1,221,12.13401956,13.8382358,-1.704216231,0.136337299,1.704216231,1.840553529,3,2,1,"6,075","5,503",572,9.4,"40,745",78.7,3190,4687,7922,0.402676092,0.591643524
Alabama,Henry,8/31/2021,2644,46,17302,17223,98,149,229,-80,-2,182,180,-2,199,8.675905439,13.3341097,-4.658204262,-0.116455107,10.5974147,10.48095959,3,2,1,"6,814","6,487",327,4.8,"48,597",93.9,6607,2606,9298,0.710582921,0.280275328
Alabama,Houston,8/31/2021,14705,317,101547,106580,340,1376,1253,123,14,198,212,5,1418,12.9311155,11.7752091,1.1559064,0.131566582,1.860727375,1.992293957,3,2,1,"46,358","43,861","2,497",5.4,"50,138",96.8,32618,12917,46173,0.706430165,0.279752236
Alabama,Jackson,8/31/2021,8236,124,53227,51582,-90,559,736,-177,-7,91,84,3,597,10.82766769,14.2561063,-3.428438608,-0.135587968,1.762643578,1.62705561,6,5,0,"22,840","21,637","1,203",5.3,"44,322",85.6,19670,3717,23636,0.832205111,0.157260112
Alabama,Jefferson,8/31/2021,101002,1653,658466,655342,-3197,8257,7768,489,252,-3949,-3697,11,16627,12.56887039,11.82451074,0.744359649,0.383596384,-6.011198883,-5.6276025,1,1,1,"315,957","296,282","19,675",6.2,"54,127",104.6,138843,181688,325848,0.426097444,0.557585132
Alabama,Lamar,8/31/2021,1710,38,14564,13764,-53,175,223,-48,0,-5,-5,0,217,12.68989522,16.17055219,-3.480656974,0,-0.362568435,-0.362568435,8,7,0,"5,730","5,452",278,4.9,"42,686",82.5,6174,978,7193,0.858334492,0.135965522
Alabama,Lauderdale,8/31/2021,11982,258,92709,93368,340,916,1217,-301,32,608,640,1,2411,9.828537093,13.05822013,-3.22968304,0.343355008,6.523745145,6.867100152,3,2,1,"41,931","39,610","2,321",5.5,"48,188",93.1,31721,11915,44339,0.715419834,0.26872505
Alabama,Lawrence,8/31/2021,3746,100,34339,32857,6,332,476,-144,-3,153,150,0,229,10.10531442,14.48834236,-4.383027942,-0.091313082,4.656967188,4.565654106,3,2,1,"14,363","13,660",703,4.9,"47,797",92.3,12322,3562,16031,0.768635768,0.222194498
Alabama,Lee,8/31/2021,20152,193,140247,166831,1816,1754,1272,482,242,1082,1324,10,4960,10.57116855,7.666206614,2.90496194,1.458507862,6.521097135,7.979604998,3,2,1,"75,564","71,629","3,935",5.2,"54,160",104.6,42221,27860,71449,0.590924995,0.38992848
Alabama,Limestone,8/31/2021,12630,172,82782,102228,3092,1037,931,106,24,2978,3002,-16,2734,10.29975567,9.246935897,1.052819769,0.238374287,29.57827616,29.81665044,2,2,1,"44,624","42,724","1,900",4.3,"64,729",125,34640,13672,49235,0.703564537,0.277688636
Alabama,Lowndes,8/31/2021,1603,55,11299,9641,-85,110,161,-51,0,-34,-34,0,96,11.3595291,16.62621986,-5.266690763,0,-3.511127175,-3.511127175,2,2,1,"3,661","3,173",488,13.3,"33,930",65.5,1836,4972,6835,0.26861741,0.727432334
Alabama,Macon,8/31/2021,1955,54,21452,17895,-170,170,283,-113,1,-59,-58,1,1582,9.454949944,15.73971079,-6.284760845,0.055617353,-3.281423804,-3.225806452,6,6,0,"8,063","7,290",773,9.6,"34,281",66.2,1541,7108,8723,0.176659406,0.814857274
Alabama,Madison,8/31/2021,43897,553,334811,379453,6906,4315,3585,730,214,5986,6200,-24,8186,11.47606383,9.534574468,1.941489362,0.569148936,15.92021277,16.4893617,2,2,1,"187,247","178,579","8,668",4.6,"68,609",132.5,102780,87286,194767,0.527707466,0.448156002
Alabama,Marengo,8/31/2021,2997,70,21027,18733,-186,190,259,-69,6,-122,-116,-1,254,10.09242537,13.75756932,-3.66514395,0.31870817,-6.480399448,-6.161691278,7,11,0,"7,766","7,281",485,6.2,"38,838",75,5343,5488,10900,0.490183486,0.503486239
Alabama,Marion,8/31/2021,4094,110,30776,29703,-123,312,448,-136,8,4,12,1,813,10.48228595,15.05148751,-4.569201566,0.268776563,0.134388281,0.403164844,7,11,0,"13,034","12,373",661,5.1,"44,675",86.3,12205,1463,13807,0.883971898,0.105960745
Alabama,Marshall,8/31/2021,15572,249,93019,96990,239,1371,1263,108,32,94,126,5,1044,14.15291549,13.03802499,1.114890498,0.330337925,0.970367656,1.300705581,4,5,0,"44,275","42,430","1,845",4.2,"48,913",94.5,33191,5943,39655,0.836994074,0.149867608
Alabama,Mobile,8/31/2021,63554,1031,412992,412716,-800,5393,5011,382,229,-1425,-1196,14,7386,13.05444476,12.12976501,0.924679751,0.554323725,-3.449394359,-2.895070634,2,2,1,"190,882","175,761","15,121",7.9,"49,492",95.6,101243,79474,183164,0.552745081,0.433895307
Alabama,Monroe,8/31/2021,2760,43,23068,20459,-230,182,286,-104,0,-125,-125,-1,230,8.846116458,13.90104015,-5.05492369,0,-6.075629435,-6.075629435,7,11,0,"7,474","6,864",610,8.2,"40,005",77.3,6147,4455,10668,0.576209224,0.417604049
Alabama,Montgomery,8/31/2021,30330,639,229363,224639,-1435,3064,2419,645,230,-2308,-2078,-2,8755,13.5962353,10.73410352,2.862131778,1.02060513,-10.24155061,-9.22094548,2,2,1,"107,103","98,735","8,368",7.8,"52,711",101.8,33311,64529,99139,0.336002986,0.650894199
Alabama,Morgan,8/31/2021,17485,299,119490,119883,253,1416,1383,33,25,191,216,4,2007,11.82399285,11.5484337,0.275559156,0.208756936,1.594902991,1.803659927,3,2,1,"58,899","56,265","2,634",4.5,"54,355",105,39664,13234,53722,0.738319497,0.246342281
Alabama,Perry,8/31/2021,1245,28,10591,8687,-253,88,138,-50,0,-201,-201,-2,723,9.984682589,15.6577977,-5.673115108,0,-22.80592273,-22.80592273,8,4,0,"3,437","3,064",373,10.9,"29,572",57.1,1339,3860,5230,0.256022945,0.738049713
Alabama,Pickens,8/31/2021,2790,63,19746,19793,-147,207,283,-76,3,-75,-72,1,1875,10.4195505,14.24508595,-3.825535449,0.151007978,-3.775199456,-3.624191478,3,2,1,"7,660","7,161",499,6.5,"40,249",77.7,5594,4022,9668,0.578609847,0.416011585
Alabama,Pike,8/31/2021,3989,84,32899,32966,-68,353,376,-23,76,-123,-47,2,1912,10.6969697,11.39393939,-0.696969697,2.303030303,-3.727272727,-1.424242424,6,5,0,"15,636","14,864",772,4.9,"41,271",79.7,8042,5636,13841,0.581027382,0.407196012
Alabama,Randolph,8/31/2021,2511,54,22913,22920,139,243,306,-63,0,203,203,-1,390,10.63434061,13.39139187,-2.757051268,0,8.883831864,8.883831864,6,4,0,"9,414","8,967",447,4.7,"42,922",82.9,8559,2203,10837,0.789794223,0.203285042
Alabama,Russell,8/31/2021,5516,51,52947,58237,139,747,701,46,-11,101,90,3,574,12.84222289,12.05140328,0.790819616,-0.189109039,1.736364809,1.54725577,2,2,1,"23,500","22,290","1,210",5.1,"43,670",84.4,9864,11228,21329,0.462468939,0.526419429
Alabama,Shelby,8/31/2021,32121,276,195085,221428,3252,2223,1868,355,117,2789,2906,-9,2541,10.11364774,8.498557793,1.615089945,0.532297249,12.68869255,13.2209898,1,1,1,"114,048","109,646","4,402",3.9,"77,801",150.3,79700,33268,114950,0.693344933,0.289412788
Alabama,St. Clair,8/31/2021,13231,259,83593,90739,1004,946,1046,-100,39,1066,1105,-1,1515,10.48350455,11.59169742,-1.10819287,0.432195219,11.81333599,12.24553121,1,1,1,"40,132","38,146","1,986",4.9,"65,403",126.3,36166,7744,44441,0.813798069,0.174253505
Alabama,Sumter,8/31/2021,1182,34,13763,12225,-133,137,160,-23,23,-133,-110,0,784,11.14591384,13.01712566,-1.871211813,1.871211813,-10.8204857,-8.949273888,8,6,0,"4,745","4,414",331,7,"29,209",56.4,1598,4648,6291,0.25401367,0.738833254
Alabama,Talladega,8/31/2021,10713,194,82291,79985,-241,845,1155,-310,23,42,65,4,3251,10.54858905,14.41848562,-3.869896574,0.287121359,0.524308568,0.811429927,4,3,0,"36,123","33,591","2,532",7,"47,719",92.2,22235,13138,35663,0.623475311,0.368393012
Alabama,Tallapoosa,8/31/2021,5577,163,41616,40133,-204,375,585,-210,-8,13,5,1,576,9.320243569,14.53957997,-5.219336399,-0.198831863,0.323101777,0.124269914,6,6,0,"17,864","16,625","1,239",6.9,"47,100",91,14963,5859,20991,0.712829308,0.279119623
Alabama,Tuscaloosa,8/31/2021,30178,486,194656,210758,437,2362,2063,299,144,-23,121,17,10665,11.21879742,9.79863636,1.420161062,0.683957167,-0.109243159,0.574714009,3,2,1,"102,222","95,473","6,749",6.6,"52,307",101,51117,37765,90172,0.56688329,0.418810717
Alabama,Walker,8/31/2021,9158,298,67023,63143,-537,767,988,-221,4,-320,-316,0,852,12.0955978,15.58077005,-3.485172248,0.063080041,-5.046403255,-4.983323214,1,1,1,"24,877","23,431","1,446",5.8,"45,991",88.8,26002,4834,31170,0.834199551,0.155085018
Alabama,Washington,8/31/2021,2290,43,17581,15976,-303,181,231,-50,3,-253,-250,-3,147,11.22306619,14.32336072,-3.100294528,0.186017672,-15.68749031,-15.50147264,8,7,0,"6,729","6,190",539,8,"48,864",94.4,6564,2258,8876,0.739522307,0.254393871
Alabama,Wilcox,8/31/2021,1446,32,11670,10206,-190,123,143,-20,5,-174,-169,-1,108,11.94058829,13.88214736,-1.941559072,0.485389768,-16.89156393,-16.40617416,9,10,0,"2,871","2,448",423,14.7,"30,998",59.9,1833,4048,5903,0.310520075,0.685753007
Alabama,Winston,8/31/2021,3577,79,24484,23508,-192,241,362,-121,-1,-69,-70,-1,301,10.21013388,15.33638366,-5.126249788,-0.042365701,-2.92323335,-2.965599051,6,4,0,"10,017","9,542",475,4.7,"40,827",78.9,10195,974,11284,0.90349167,0.086316909
Arizona,Apache,8/31/2021,12408,452,71518,71875,-45,891,774,117,29,-194,-165,3,953,12.3926423,10.76532564,1.627316666,0.403351994,-2.698285754,-2.29493376,6,6,0,"20,195","17,614","2,581",12.8,"35,386",57,11442,23293,35183,0.325213882,0.662052696
Arizona,Cochise,8/31/2021,13111,306,131346,127450,202,1335,1442,-107,115,191,306,3,5393,10.4830034,11.32321416,-0.840210759,0.903030255,1.499815468,2.402845723,3,2,1,"51,995","48,368","3,627",7,"48,650",78.4,35557,23732,60473,0.587981413,0.392439601
Arizona,Coconino,8/31/2021,19845,341,134421,142481,-1486,1440,963,477,86,-2049,-1963,0,11916,10.05418086,6.723733453,3.330447411,0.600458024,-14.30626152,-13.7058035,3,2,1,"75,280","67,985","7,295",9.7,"58,301",94,27052,44698,73346,0.368827203,0.60941292
Arizona,Gila,8/31/2021,8189,248,53597,54303,226,481,910,-429,17,644,661,-6,846,8.876176416,16.79276619,-7.916589777,0.313711017,11.88411146,12.19782248,4,3,0,"21,008","19,387","1,621",7.7,"45,980",74.1,18377,8943,27678,0.663956933,0.323108606
Arizona,Graham,8/31/2021,6251,89,37220,39211,321,514,321,193,40,86,126,2,2831,13.1624435,8.220125223,4.94231828,1.02431467,2.202276539,3.226591209,7,8,0,"15,919","14,911","1,008",6.3,"50,685",81.7,10749,4034,14996,0.716791144,0.269005068
Arizona,Greenlee,8/31/2021,721,12,8437,9341,-126,123,57,66,11,-202,-191,-1,35,13.07954062,6.061250532,7.018290089,1.169715015,-21.48022118,-20.31050617,7,9,0,"4,454","4,210",244,5.5,"68,066",109.7,2433,1182,3688,0.659707158,0.320498915
Arizona,La Paz,8/31/2021,2682,81,20489,21480,223,188,330,-142,71,295,366,-1,361,8.797997052,15.4432927,-6.645295645,3.322647823,13.80536771,17.12801554,6,4,0,"8,979","8,343",636,7.1,"39,407",63.5,5129,2236,7460,0.687533512,0.299731903
Arizona,Maricopa,8/31/2021,640037,10779,3817117,4579081,86820,52573,36247,16326,6185,64403,70588,-94,65297,11.59100825,7.991540833,3.599467422,1.363635061,14.19922212,15.56285718,1,1,1,"2,331,628","2,159,267","172,361",7.4,"68,634",110.7,995665,1040774,2069475,0.481119608,0.502916923
Arizona,Mohave,8/31/2021,28339,844,200186,217206,3360,1780,3656,-1876,-62,5322,5260,-24,4152,8.25886436,16.96315062,-8.704286258,-0.287668309,24.69307647,24.40540816,3,2,1,"88,743","79,889","8,854",10,"49,712",80.1,78535,24831,104705,0.750059692,0.237151998
Arizona,Navajo,8/31/2021,18538,571,107449,112112,1075,1363,1227,136,55,884,939,0,2214,12.21605295,10.99713644,1.218916509,0.492944176,7.922957307,8.415901483,4,5,0,"40,419","36,322","4,097",10.1,"40,676",65.6,27657,23383,51783,0.534094201,0.451557461
Arizona,Pima,8/31/2021,127294,2497,980263,1061175,11914,10667,11132,-465,1584,10778,12362,17,24584,10.10881164,10.54947888,-0.440667237,1.501111619,10.21400317,11.71511479,2,2,1,"495,991","457,683","38,308",7.7,"56,150",90.5,207758,304981,520735,0.398970686,0.585674095
Arizona,Pinal,8/31/2021,63084,943,375770,480828,19188,4678,3777,901,405,17977,18382,-95,23582,9.927127499,8.015126243,1.912001256,0.859445626,38.14877534,39.00822097,1,1,1,"191,074","176,674","14,400",7.5,"62,067",100.1,107077,75106,185037,0.578678859,0.405897199
Arizona,Santa Cruz,8/31/2021,8484,185,47420,46808,80,612,371,241,129,-292,-163,2,293,13.08587068,7.932774547,5.153096134,2.758296271,-6.243585358,-3.485289087,4,5,0,"19,429","17,209","2,220",11.4,"47,779",77,6194,13138,19561,0.316650478,0.671642554
Arizona,Yavapai,8/31/2021,23611,580,211033,240226,4164,1798,3298,-1500,22,5671,5693,-29,3976,7.550053749,13.84876377,-6.298710024,0.09238108,23.81332303,23.90570411,3,2,1,"106,985","98,978","8,007",7.5,"54,242",87.4,91527,49602,143280,0.638798157,0.34618928
Arizona,Yuma,8/31/2021,39329,858,195751,217824,3642,3008,1880,1128,585,1920,2505,9,9391,13.92573251,8.703582821,5.222149692,2.708295718,8.888765434,11.59706115,3,2,1,"98,120","81,310","16,810",17.1,"47,024",75.8,36534,32210,69926,0.522466608,0.460629809
Arkansas,Arkansas,8/31/2021,3094,52,2915918,3030522,9537,36332,33832,2500,1517,5550,7067,-30,82365,12.00758753,11.18134706,0.826240472,0.501362718,1.834253848,2.335616566,6,6,0,"9,422","9,044",378,4,"52,539",107.2,4304,1818,6292,0.684043229,0.288938334
Arkansas,Arkansas,8/31/2021,3094,52,19019,17383,-132,208,236,-28,4,-109,-105,1,247,11.92045389,13.52513038,-1.604676486,0.229239498,-6.24677632,-6.017536822,6,6,0,"9,422","9,044",378,4,"52,539",107.2,4304,1818,6292,0.684043229,0.288938334
Arkansas,Ashley,8/31/2021,2689,39,21853,19339,-403,222,271,-49,-3,-347,-350,-4,191,11.36101942,13.86863182,-2.507612395,-0.153527289,-17.75798982,-17.91151711,7,11,0,"7,186","6,518",668,9.3,"47,744",97.4,5548,2125,7926,0.699974767,0.268104971
Arkansas,Baxter,8/31/2021,5395,153,41513,42242,264,350,753,-403,-5,677,672,-5,595,8.311564949,17.8817383,-9.570173355,-0.118736642,16.07694134,15.9582047,7,8,0,"16,528","15,547",981,5.9,"41,950",85.6,15836,4635,21007,0.753843957,0.220640739
Arkansas,Benton,8/31/2021,37639,511,221339,288774,8939,3875,1998,1877,330,6765,7095,-33,2034,13.62975261,7.027676312,6.602076295,1.160727319,23.79491004,24.95563735,2,2,1,"140,015","133,784","6,231",4.5,"70,775",144.4,73965,42249,119912,0.61682734,0.352333378
Arkansas,Boone,8/31/2021,5615,99,36903,37625,9,372,493,-121,-4,134,130,0,465,9.888225834,13.10455736,-3.216331521,-0.106325009,3.561887801,3.455562792,7,8,0,"15,764","14,934",830,5.3,"50,083",102.2,13652,3064,17114,0.797709478,0.179034708
Arkansas,Bradley,8/31/2021,1775,36,11508,10639,-153,136,131,5,-1,-157,-158,0,224,12.69189492,12.22528114,0.466613784,-0.093322757,-14.65167281,-14.74499557,7,9,0,"4,386","4,130",256,5.8,"39,982",81.6,2335,1214,3654,0.639025725,0.332238643
Arkansas,Calhoun,8/31/2021,532,7,5368,5113,-24,29,53,-24,0,-1,-1,1,175,5.658536585,10.34146342,-4.682926829,0,-0.195121951,-0.195121951,9,8,0,"2,426","2,301",125,5.2,"48,415",98.8,1636,479,2182,0.749770852,0.219523373
Arkansas,Carroll,8/31/2021,3867,59,27446,28276,-76,322,331,-9,32,-98,-66,-1,230,11.37246592,11.69032987,-0.317863954,1.130182948,-3.461185279,-2.331002331,6,6,0,"12,709","11,989",720,5.7,"43,841",89.4,7424,4023,11797,0.629312537,0.341018903
Arkansas,Chicot,8/31/2021,1841,42,11800,9924,-265,114,161,-47,0,-216,-216,-2,734,11.33595187,16.00954607,-4.673594193,0,-21.47864565,-21.47864565,7,9,0,"3,250","2,914",336,10.3,"37,014",75.5,1752,2260,4103,0.427004631,0.550816476
Arkansas,Clark,8/31/2021,2805,44,22995,22103,-262,218,259,-41,18,-237,-219,-2,2976,9.804803454,11.64882612,-1.844022668,0.809570927,-10.65935054,-9.849779617,7,8,0,"9,314","8,765",549,5.9,"44,105",90,4616,3438,8395,0.549851102,0.409529482
Arkansas,Clay,8/31/2021,2255,52,16083,14375,-119,153,208,-55,0,-64,-64,0,125,10.59960511,14.40992068,-3.810315563,0,-4.433821747,-4.433821747,7,9,0,"5,519","5,186",333,6,"40,686",83,4086,962,5183,0.788346517,0.185606791
Arkansas,Cleburne,8/31/2021,3141,81,25970,24935,-84,215,413,-198,-2,117,115,-1,339,8.607919286,16.5352124,-7.92729311,-0.080073668,4.684309565,4.604235897,6,6,0,"9,157","8,460",697,7.6,"46,214",94.3,10328,1988,12680,0.814511041,0.156782334
Arkansas,Cleveland,8/31/2021,1280,29,8689,7957,20,65,94,-29,0,50,50,-1,52,8.179187115,11.8283629,-3.64917579,0,6.291682396,6.291682396,3,2,1,"3,203","3,008",195,6.1,"53,773",109.7,2867,651,3600,0.796388889,0.180833333
Arkansas,Columbia,8/31/2021,2994,61,24552,23331,-165,281,300,-19,3,-148,-145,-1,2204,12.001623,12.81312064,-0.81149764,0.128131206,-6.321139514,-6.193008307,7,8,0,"9,053","8,433",620,6.8,"42,964",87.6,5500,2814,8616,0.638347261,0.326601671
Arkansas,Conway,8/31/2021,2794,39,21273,21037,132,239,238,1,15,116,131,0,286,11.39669067,11.34900577,0.047684898,0.715273473,5.53144819,6.246721663,6,6,0,"8,392","7,888",504,6,"46,924",95.7,5694,2615,8685,0.655613126,0.30109384
